Адрес,Индекс,Регион,Широта,Долгота,Население
"Респ Адыгея, г Адыгейск",385200.0,Адыгея,44.878414,39.190289,12689
г Майкоп,385000.0,Адыгея,44.6098268,40.1006606,144055
г Горно-Алтайск,649000.0,Алтай,51.9581028,85.9603235,62861
"Алтайский край, г Алейск",658125.0,Алтайский,52.4922513,82.7793606,28528
г Барнаул,656000.0,Алтайский,53.3479968,83.7798064,635585
"Алтайский край, г Белокуриха",659900.0,Алтайский,51.996152,84.9839604,15072
"Алтайский край, г Бийск",659300.0,Алтайский,52.5393864,85.2138453,203826
"Алтайский край, г Горняк",658420.0,Алтайский,50.9979622,81.4643358,13040
"Алтайский край, г Заринск",659100.0,Алтайский,53.7063476,84.9315081,47035
"Алтайский край, г Змеиногорск",658480.0,Алтайский,51.1581094,82.1872547,10569
"Алтайский край, г Камень-на-Оби",658700.0,Алтайский,53.7913974,81.3545053,41787
"Алтайский край, г Новоалтайск",658041.0,Алтайский,53.4119759,83.9311069,73134
"Алтайский край, г Рубцовск",658200.0,Алтайский,51.5012067,81.2078695,146386
"Алтайский край, г Славгород",658820.0,Алтайский,52.999463,78.6459232,30370
"Алтайский край, г Яровое",658837.0,Алтайский,52.9252146,78.5729775,18085
"Амурская обл, г Белогорск",676805.0,Амурская,50.9213415,128.4739471,68220
г Благовещенск,675000.0,Амурская,50.290659,127.527198,214397
"Амурская обл, г Завитинск",676870.0,Амурская,50.1064111,129.4391813,11481
"Амурская обл, г Зея",676151.0,Амурская,53.7340088,127.265787,25042
"Амурская обл, г Райчихинск",676770.0,Амурская,49.7941615,129.4112492,20499
"Амурская обл, г Свободный",676450.0,Амурская,51.3614103,128.1219729,58594
"Амурская обл, г Сковородино",676011.0,Амурская,53.9871095,123.9437205,9561
"Амурская обл, г Тында",676280.0,Амурская,55.1546441,124.7468904,35574
"Амурская обл, г Циолковский",676470.0,Амурская,51.762481,128.1219846,6208
"Амурская обл, г Шимановск",676301.0,Амурская,52.0051886,127.7005458,19815
г Архангельск,163000.0,Архангельская,64.5394289,40.5169606,348716
"Архангельская обл, г Вельск",165150.0,Архангельская,61.066,42.1032789,23885
"Архангельская обл, г Каргополь",164110.0,Архангельская,61.5009724,38.9636966,10148
"Архангельская обл, г Коряжма",165650.0,Архангельская,61.2885948,47.1003015,39629
"Архангельская обл, г Котлас",165300.0,Архангельская,61.2528972,46.633242,60562
"Архангельская обл, г Мезень",164750.0,Архангельская,65.8398078,44.2532273,3599
"Архангельская обл, г Мирный",164170.0,Архангельская,62.7645265,40.3360076,30259
"Архангельская обл, г Новодвинск",164900.0,Архангельская,64.4136851,40.8208143,40612
"Архангельская обл, г Няндома",164200.0,Архангельская,61.6654674,40.2062947,22354
"Архангельская обл, г Онега",164840.0,Архангельская,63.9162928,38.0805031,21359
"Архангельская обл, г Северодвинск",164500.0,Архангельская,64.5625385,39.8180934,192265
"Архангельская обл, Котласский р-н, г Сольвычегодск",165330.0,Архангельская,61.3319616,46.920441,2460
"Архангельская обл, г Шенкурск",165160.0,Архангельская,62.1057272,42.8996973,5702
г Астрахань,414000.0,Астраханская,46.3655652,48.0559236,520662
"Астраханская обл, г Ахтубинск",416500.0,Астраханская,48.2752034,46.1906462,41898
"Астраханская обл, г Знаменск",416540.0,Астраханская,48.5866291,45.7368019,29357
"Астраханская обл, г Камызяк",416340.0,Астраханская,46.110579,48.07333,16291
"Астраханская обл, г Нариманов",416111.0,Астраханская,46.6916565,47.8502476,11386
"Астраханская обл, г Харабали",416010.0,Астраханская,47.408999,47.2525345,18209
"Респ Башкортостан, г Агидель",452920.0,Башкортостан,55.8999056,53.9220144,16365
"Респ Башкортостан, г Баймак",453630.0,Башкортостан,52.5912896,58.3110998,17710
"Респ Башкортостан, г Белебей",452000.0,Башкортостан,54.1034582,54.1113129,60183
"Респ Башкортостан, г Белорецк",453500.0,Башкортостан,53.9676488,58.4100419,68804
"Респ Башкортостан, г Бирск",452450.0,Башкортостан,55.4155753,55.5582214,41637
"Респ Башкортостан, г Благовещенск",453430.0,Башкортостан,55.0499867,55.9553186,34246
"Респ Башкортостан, г Давлеканово",453400.0,Башкортостан,54.2226707,55.0312373,24040
"Респ Башкортостан, г Дюртюли",452320.0,Башкортостан,55.4848318,54.8524765,31272
"Респ Башкортостан, г Ишимбай",453200.0,Башкортостан,53.4545764,56.0438751,66259
"Респ Башкортостан, г Кумертау",453300.0,Башкортостан,52.7564939,55.7970197,62854
"Респ Башкортостан, г Межгорье",453570.0,Башкортостан,54.2397689,57.9614547,17353
"Респ Башкортостан, г Мелеуз",453853.0,Башкортостан,52.9589532,55.9282838,61408
"Респ Башкортостан, г Нефтекамск",452680.0,Башкортостан,56.088377,54.2483061,121757
"Респ Башкортостан, г Октябрьский",452601.0,Башкортостан,54.4815311,53.4655972,109379
"Респ Башкортостан, г Салават",453250.0,Башкортостан,53.3616974,55.9245224,156085
"Респ Башкортостан, г Сибай",453830.0,Башкортостан,52.7204651,58.6663783,62732
"Респ Башкортостан, г Стерлитамак",453100.0,Башкортостан,53.6300864,55.9317089,273432
"Респ Башкортостан, г Туймазы",452750.0,Башкортостан,54.5999224,53.6950623,66849
г Уфа,450000.0,Башкортостан,54.734944,55.9578468,1062300
"Респ Башкортостан, г Учалы",453700.0,Башкортостан,54.3067375,59.4125461,37771
"Респ Башкортостан, г Янаул",452800.0,Башкортостан,56.2650146,54.929907,26988
"Белгородская обл, г Алексеевка",309850.0,Белгородская,50.6299647,38.6880342,39026
г Белгород,308000.0,Белгородская,50.5976472,36.5856652,356426
"Белгородская обл, г Бирюч",309920.0,Белгородская,50.6484585,38.4005083,7842
"Белгородская обл, г Валуйки",309990.0,Белгородская,50.2111207,38.0998772,35322
"Белгородская обл, г Грайворон",309370.0,Белгородская,50.4862958,35.6663877,6234
"Белгородская обл, г Губкин",309180.0,Белгородская,51.2837123,37.5347759,88562
"Белгородская обл, г Короча",309210.0,Белгородская,50.8129041,37.1896436,5877
"Белгородская обл, г Новый Оскол",309640.0,Белгородская,50.7633747,37.8775484,19530
"Белгородская обл, г Старый Оскол",309500.0,Белгородская,51.2967101,37.8350182,221163
"Белгородская обл, г Строитель",309070.0,Белгородская,50.7845099,36.4887648,23933
"Белгородская обл, г Шебекино",309290.0,Белгородская,50.4004883,36.8877889,44277
г Брянск,241000.0,Брянская,53.2419535,34.3652146,415640
"Брянская обл, г Дятьково",242600.0,Брянская,53.5958178,34.3551812,29438
"Брянская обл, г Жуковка",242700.0,Брянская,53.5340397,33.7302579,18269
"Брянская обл, г Злынка",243600.0,Брянская,52.4267015,31.7360399,5507
"Брянская обл, г Карачев",242500.0,Брянская,53.1296524,34.9888727,19715
"Брянская обл, г Клинцы",243140.0,Брянская,52.7529119,32.233911,62510
"Брянская обл, г Мглин",243220.0,Брянская,53.0599771,32.8468129,7916
"Брянская обл, г Новозыбков",243020.0,Брянская,52.537173,31.9357991,40552
"Брянская обл, г Почеп",243400.0,Брянская,52.9154851,33.4744058,17933
"Брянская обл, г Севск",242440.0,Брянская,52.1483358,34.4918415,7282
"Брянская обл, г Сельцо",241550.0,Брянская,53.3739884,34.1059172,17933
"Брянская обл, г Стародуб",243240.0,Брянская,52.5852257,32.760403,19010
"Брянская обл, г Сураж",243500.0,Брянская,53.0170888,32.3938878,11640
"Брянская обл, г Трубчевск",242220.0,Брянская,52.5791734,33.7660547,15014
"Брянская обл, г Унеча",243300.0,Брянская,52.8461199,32.6757629,26196
"Брянская обл, г Фокино",242610.0,Брянская,53.4554145,34.4159238,13874
"Респ Бурятия, Кабанский р-н, г Бабушкин",671230.0,Бурятия,51.7112755,105.8673219,4542
"Респ Бурятия, г Гусиноозерск",671160.0,Бурятия,51.2865048,106.5230319,23280
"Респ Бурятия, г Закаменск",671950.0,Бурятия,50.372713,103.286699,11249
"Респ Бурятия, г Кяхта",671840.0,Бурятия,50.346543,106.4533516,20013
"Респ Бурятия, г Северобайкальск",671700.0,Бурятия,55.635614,109.3361505,23673
г Улан-Удэ,670000.0,Бурятия,51.8335853,107.5842223,431922
"Владимирская обл, г Александров",601650.0,Владимирская,56.391819,38.7111123,61544
г Владимир,600000.0,Владимирская,56.1280804,40.4084376,348256
"Владимирская обл, г Вязники",601440.0,Владимирская,56.29773,42.2687398,41252
"Владимирская обл, г Гороховец",601480.0,Владимирская,56.2021036,42.6926111,14015
"Владимирская обл, г Гусь-Хрустальный",601500.0,Владимирская,55.6198751,40.6579929,60773
"Владимирская обл, г Камешково",601300.0,Владимирская,56.3490152,40.9955183,13113
"Владимирская обл, Александровский р-н, г Карабаново",601640.0,Владимирская,56.3131822,38.7034257,14868
"Владимирская обл, г Киржач",601010.0,Владимирская,56.1486863,38.8635701,30044
"Владимирская обл, г Ковров",601900.0,Владимирская,56.3554349,41.3170576,145492
"Владимирская обл, г Кольчугино",601780.0,Владимирская,56.3327254,39.391336,45804
"Владимирская обл, Петушинский р-н, г Костерево",601110.0,Владимирская,55.9337222,39.6247398,9136
"Владимирская обл, Гусь-Хрустальный р-н, г Курлово",601570.0,Владимирская,55.452698,40.6124108,6791
"Владимирская обл, Собинский р-н, г Лакинск",601240.0,Владимирская,56.0180587,39.956551,15707
"Владимирская обл, г Меленки",602101.0,Владимирская,55.3387515,41.6340046,15208
"Владимирская обл, г Муром",602205.0,Владимирская,55.5630311,42.0231362,116078
"Владимирская обл, г Петушки",601140.0,Владимирская,55.9298134,39.4508075,15167
"Владимирская обл, Петушинский р-н, г Покров",601120.0,Владимирская,55.9166398,39.1734526,17762
"Владимирская обл, г Радужный",600910.0,Владимирская,55.9960277,40.3321855,18212
"Владимирская обл, г Собинка",601201.0,Владимирская,55.9939169,40.0179653,19482
"Владимирская обл, Александровский р-н, г Струнино",601670.0,Владимирская,56.3749967,38.5839667,14372
"Владимирская обл, г Судогда",601351.0,Владимирская,55.9498056,40.8562939,11848
"Владимирская обл, г Суздаль",601291.0,Владимирская,56.4274441,40.4525692,10535
"Владимирская обл, г Юрьев-Польский",601800.0,Владимирская,56.4937757,39.6680539,19588
г Волгоград,400000.0,Волгоградская,48.7070042,44.5170339,1021244
"Волгоградская обл, г Волжский",404100.0,Волгоградская,48.7978209,44.7462538,314436
"Волгоградская обл, г Дубовка",404002.0,Волгоградская,49.0554742,44.8270085,14345
"Волгоградская обл, г Жирновск",403790.0,Волгоградская,50.9768814,44.7858202,16890
"Волгоградская обл, г Калач-на-Дону",404500.0,Волгоградская,48.6889024,43.5306303,26892
"Волгоградская обл, г Камышин",403870.0,Волгоградская,50.0651529,45.3844202,119924
"Волгоградская обл, г Котельниково",404350.0,Волгоградская,47.6310259,43.1330872,20441
"Волгоградская обл, г Котово",403801.0,Волгоградская,50.3205766,44.8030699,24104
"Волгоградская обл, Среднеахтубинский р-н, г Краснослободск",404160.0,Волгоградская,48.7068721,44.5630857,16007
"Волгоградская обл, г Ленинск",404620.0,Волгоградская,48.6936061,45.1992692,15527
"Волгоградская обл, г Михайловка",403340.0,Волгоградская,50.0708719,43.2401512,59153
"Волгоградская обл, г Николаевск",404030.0,Волгоградская,50.0165306,45.4731658,15081
"Волгоградская обл, г Новоаннинский",403950.0,Волгоградская,50.5296067,42.6666439,17911
"Волгоградская обл, г Палласовка",404260.0,Волгоградская,50.0500944,46.8804277,15984
"Волгоградская обл, Камышинский р-н, г Петров Вал",403840.0,Волгоградская,50.1380557,45.20914,13264
"Волгоградская обл, г Серафимович",403441.0,Волгоградская,49.5663183,42.7360402,9368
"Волгоградская обл, г Суровикино",404410.0,Волгоградская,48.618917,42.8541163,20527
"Волгоградская обл, г Урюпинск",403110.0,Волгоградская,50.7903789,42.0288513,41594
"Волгоградская обл, г Фролово",403530.0,Волгоградская,49.7649148,43.6648641,39489
"Вологодская обл, г Бабаево",162480.0,Вологодская,59.3892583,35.9377058,12074
"Вологодская обл, г Белозерск",161200.0,Вологодская,60.0308381,37.7890586,9614
"Вологодская обл, г Великий Устюг",162390.0,Вологодская,60.7603913,46.3054414,31664
г Вологда,160000.0,Вологодская,59.2483905,39.8355662,301642
"Вологодская обл, г Вытегра",162900.0,Вологодская,61.0063465,36.4495137,10490
"Вологодская обл, г Грязовец",162000.0,Вологодская,58.8757553,40.2485362,15528
"Вологодская обл, Сокольский р-н, г Кадников",162107.0,Вологодская,59.5037764,40.3441148,4797
"Вологодская обл, г Кириллов",161100.0,Вологодская,59.8591523,38.3748782,7735
"Вологодская обл, Великоустюгский р-н, г Красавино",162341.0,Вологодская,60.9612823,46.4814116,7003
"Вологодская обл, г Никольск",161440.0,Вологодская,59.5351837,45.4576137,8515
"Вологодская обл, г Сокол",162129.0,Вологодская,59.4758605,40.1114187,38454
"Вологодская обл, г Тотьма",161300.0,Вологодская,59.9734998,42.7589506,9784
"Вологодская обл, г Устюжна",162840.0,Вологодская,58.8383117,36.4425478,9478
"Вологодская обл, г Харовск",162250.0,Вологодская,59.9479423,40.2000298,10078
"Вологодская обл, г Череповец",162600.0,Вологодская,59.1269212,37.9090497,312311
"Воронежская обл, г Бобров",397700.0,Воронежская,51.0901649,40.0318256,19738
"Воронежская обл, г Богучар",396790.0,Воронежская,49.9352454,40.5590801,11811
"Воронежская обл, г Борисоглебск",397160.0,Воронежская,51.3655754,42.1008334,65585
"Воронежская обл, г Бутурлиновка",397500.0,Воронежская,50.8311818,40.5976923,27208
г Воронеж,394000.0,Воронежская,51.6593332,39.1969229,889680
"Воронежская обл, г Калач",397600.0,Воронежская,50.4242134,41.0162014,20046
"Воронежская обл, г Лиски",397904.0,Воронежская,50.9945626,39.5184909,55864
"Воронежская обл, г Нововоронеж",396070.0,Воронежская,51.3091524,39.2162843,32635
"Воронежская обл, г Новохоперск",397400.0,Воронежская,51.0952211,41.6173404,6849
"Воронежская обл, г Острогожск",397837.0,Воронежская,50.8677905,39.0407746,33842
"Воронежская обл, г Павловск",396420.0,Воронежская,50.453455,40.136874,25126
"Воронежская обл, г Поворино",397350.0,Воронежская,51.1954419,42.2472726,17692
"Воронежская обл, г Россошь",396650.0,Воронежская,50.1701949,39.6226965,62865
"Воронежская обл, г Семилуки",396900.0,Воронежская,51.6951644,39.0190454,26025
"Воронежская обл, г Эртиль",397030.0,Воронежская,51.830932,40.8074182,11387
"Респ Дагестан, г Буйнакск",368220.0,Дагестан,42.8214424,47.1165263,65735
"Респ Дагестан, г Дагестанские Огни",368670.0,Дагестан,42.1152296,48.1939354,30671
"Респ Дагестан, г Дербент",368000.0,Дагестан,42.058966,48.2907452,119961
"Респ Дагестан, г Избербаш",368500.0,Дагестан,42.5650962,47.8710051,56301
"Респ Дагестан, г Каспийск",368300.0,Дагестан,42.8916007,47.6367066,103914
"Респ Дагестан, г Кизилюрт",368120.0,Дагестан,43.203825,46.8729636,36187
"Респ Дагестан, г Кизляр",368830.0,Дагестан,43.8484083,46.7233699,49169
г Махачкала,367000.0,Дагестан,42.9849159,47.5047181,577990
"Респ Дагестан, г Хасавюрт",368000.0,Дагестан,43.2504665,46.5851292,133929
"Респ Дагестан, г Южно-Сухокумск",368890.0,Дагестан,44.6602467,45.6499523,10048
г Биробиджан,679002.0,Еврейская,48.7946446,132.9217207,75419
"Еврейская Аобл, г Облучье",679100.0,Еврейская,49.0189345,131.0540102,9379
"Забайкальский край, г Балей",673450.0,Забайкальский,51.5823759,116.6379549,12536
"Забайкальский край, г Борзя",674600.0,Забайкальский,50.3876058,116.5234779,31376
"Забайкальский край, г Краснокаменск",674670.0,Забайкальский,50.0929703,118.0323936,55668
"Забайкальский край, г Могоча",673730.0,Забайкальский,53.7361398,119.7660867,13228
"Забайкальский край, г Нерчинск",673400.0,Забайкальский,51.9594977,116.5852383,14976
"Забайкальский край, г Петровск-Забайкальский",673000.0,Забайкальский,51.2748592,108.846681,18555
"Забайкальский край, г Сретенск",673500.0,Забайкальский,52.2461454,117.7117842,6850
"Забайкальский край, г Хилок",673200.0,Забайкальский,51.3634856,110.4590898,11530
г Чита,672000.0,Забайкальский,52.0340142,113.4994,323964
"Забайкальский край, г Шилка",673303.0,Забайкальский,51.8497035,116.0334461,13947
"Ивановская обл, г Вичуга",155330.0,Ивановская,57.2044698,41.9132201,37609
"Ивановская обл, г Гаврилов Посад",155000.0,Ивановская,56.5586946,40.1228906,6434
"Ивановская обл, г Заволжск",155410.0,Ивановская,57.4918141,42.1375625,12045
г Иваново,153000.0,Ивановская,56.9993792,40.9728272,409277
"Ивановская обл, г Кинешма",155800.0,Ивановская,57.4425463,42.168914,88113
"Ивановская обл, г Комсомольск",155150.0,Ивановская,57.0273052,40.3776851,8693
"Ивановская обл, г Кохма",153510.0,Ивановская,56.9324606,41.0931657,29408
"Ивановская обл, Кинешемский р-н, г Наволоки",155830.0,Ивановская,57.4679066,41.9608002,10207
"Ивановская обл, Приволжский р-н, г Плес",155555.0,Ивановская,57.4606031,41.5122672,2341
"Ивановская обл, г Приволжск",155550.0,Ивановская,57.3805743,41.2808565,16749
"Ивановская обл, г Пучеж",155360.0,Ивановская,56.9820688,43.1683321,8583
"Ивановская обл, г Родники",155250.0,Ивановская,57.1025975,41.7298834,26318
"Ивановская обл, г Тейково",155040.0,Ивановская,56.8542719,40.5353874,34993
"Ивановская обл, г Фурманов",155520.0,Ивановская,57.2539276,41.1054432,36149
"Ивановская обл, г Шуя",155900.0,Ивановская,56.8560234,41.3800939,58528
"Ивановская обл, г Южа",155630.0,Ивановская,56.5926877,42.0458099,14170
"Ивановская обл, г Юрьевец",155450.0,Ивановская,57.3177781,43.1110401,10205
"Респ Ингушетия, г Карабулак",386230.0,Ингушетия,43.3055248,44.9094582,31081
г Магас,386001.0,Ингушетия,43.1688611,44.8131207,2505
"Респ Ингушетия, г Малгобек",386300.0,Ингушетия,43.5096646,44.5901963,31076
"Респ Ингушетия, г Назрань",386100.0,Ингушетия,43.2257841,44.7645779,93357
"Респ Ингушетия, г Сунжа",386200.0,Ингушетия,43.3204196,45.0476331,64493
"Иркутская обл, Нижнеудинский р-н, г Алзамай",665160.0,Иркутская,55.5551233,98.6643699,6751
"Иркутская обл, г Ангарск",665800.0,Иркутская,52.544879,103.888543,233765
"Иркутская обл, Слюдянский р-н, г Байкальск",665930.0,Иркутская,51.5230393,104.1487532,13589
"Иркутская обл, Тайшетский р-н, г Бирюсинск",665050.0,Иркутская,55.9609167,97.8205348,8981
"Иркутская обл, г Бодайбо",666901.0,Иркутская,57.8468636,114.1866287,15331
"Иркутская обл, г Братск",665700.0,Иркутская,56.1513108,101.6340035,246348
"Иркутская обл, Братский р-н, г Вихоревка",665770.0,Иркутская,56.1208145,101.1702926,22528
"Иркутская обл, г Железногорск-Илимский",665650.0,Иркутская,56.5847888,104.114275,26134
"Иркутская обл, г Зима",665382.0,Иркутская,53.920693,102.0491772,32522
г Иркутск,664000.0,Иркутская,52.2864036,104.2807466,587225
"Иркутская обл, г Киренск",666700.0,Иркутская,57.7756595,108.1109412,12652
"Иркутская обл, г Нижнеудинск",665100.0,Иркутская,54.8968931,99.0314056,37056
"Иркутская обл, г Саянск",666300.0,Иркутская,54.1107238,102.18015,40786
"Иркутская обл, г Свирск",665420.0,Иркутская,53.0842668,103.3364093,13649
"Иркутская обл, г Слюдянка",665902.0,Иркутская,51.6563983,103.7187545,18542
"Иркутская обл, г Тайшет",665000.0,Иркутская,55.9405334,98.0030145,35481
"Иркутская обл, г Тулун",665250.0,Иркутская,54.557162,100.5780603,44603
"Иркутская обл, г Усолье-Сибирское",665450.0,Иркутская,52.7565808,103.6388109,83364
"Иркутская обл, г Усть-Илимск",666671.0,Иркутская,57.9430504,102.7415734,86591
"Иркутская обл, г Усть-Кут",666780.0,Иркутская,56.7928178,105.7757343,45061
"Иркутская обл, г Черемхово",665400.0,Иркутская,53.1369095,103.0901268,52650
"Иркутская обл, г Шелехов",666031.0,Иркутская,52.2102538,104.0973294,47960
"Респ Кабардино-Балкарская, г Баксан",361500.0,Кабардино-Балкарская,43.6819137,43.5345036,36857
"Респ Кабардино-Балкарская, г Майский",361110.0,Кабардино-Балкарская,43.6281516,44.0517314,26755
г Нальчик,360000.0,Кабардино-Балкарская,43.4845464,43.60713,240095
"Респ Кабардино-Балкарская, г Нарткала",361330.0,Кабардино-Балкарская,43.5578075,43.8575925,31679
"Респ Кабардино-Балкарская, г Прохладный",361040.0,Кабардино-Балкарская,43.7589602,44.0102409,59595
"Респ Кабардино-Балкарская, г Терек",361200.0,Кабардино-Балкарская,43.4839358,44.1402161,19170
"Респ Кабардино-Балкарская, г Тырныауз",361621.0,Кабардино-Балкарская,43.3981585,42.9213582,21000
"Респ Кабардино-Балкарская, г Чегем",361400.0,Кабардино-Балкарская,43.5671525,43.5865792,17988
"Калининградская обл, г Багратионовск",238420.0,Калининградская,54.3866518,20.6418091,6399
"Калининградская обл, г Балтийск",238520.0,Калининградская,54.6513372,19.9140572,32670
"Калининградская обл, г Гвардейск",238210.0,Калининградская,54.6588378,21.0501388,13888
"Калининградская обл, г Гурьевск",238300.0,Калининградская,54.770638,20.6039767,12433
"Калининградская обл, г Гусев",238050.0,Калининградская,54.5915455,22.1942445,28260
"Калининградская обл, г Зеленоградск",238326.0,Калининградская,54.9600185,20.4753652,13015
г Калининград,236001.0,Калининградская,54.7074702,20.5073241,431491
"Калининградская обл, г Краснознаменск",238730.0,Калининградская,54.9453423,22.4928745,3522
"Калининградская обл, г Ладушкин",238460.0,Калининградская,54.5692156,20.1690153,3788
"Калининградская обл, г Мамоново",238450.0,Калининградская,54.4646036,19.9453482,7757
"Калининградская обл, г Неман",238710.0,Калининградская,55.0316524,22.0324064,11794
"Калининградская обл, г Нестеров",238010.0,Калининградская,54.6313814,22.5713736,4584
"Калининградская обл, г Озерск",238120.0,Калининградская,54.4084705,22.0134438,4740
"Калининградская обл, г Пионерский",238590.0,Калининградская,54.9516574,20.2277424,11017
"Калининградская обл, г Полесск",238630.0,Калининградская,54.8625126,21.0998067,7580
"Калининградская обл, г Правдинск",238400.0,Калининградская,54.4430986,21.0085269,4323
"Калининградская обл, Балтийский р-н, г Приморск",238510.0,Калининградская,54.7311437,19.9981926,1956
"Калининградская обл, г Светлогорск",238560.0,Калининградская,54.9439286,20.1514295,10775
"Калининградская обл, г Светлый",238340.0,Калининградская,54.6772897,20.1357595,21380
"Калининградская обл, г Славск",238600.0,Калининградская,55.0449714,21.6742367,4614
"Калининградская обл, г Советск",238750.0,Калининградская,55.0809336,21.8886106,41709
"Калининградская обл, г Черняховск",238150.0,Калининградская,54.6244751,21.7969062,40464
"Респ Калмыкия, г Городовиковск",359050.0,Калмыкия,46.0875083,41.935537,9565
"Респ Калмыкия, г Лагань",359220.0,Калмыкия,45.3930912,47.3432602,14323
г Элиста,358000.0,Калмыкия,46.3083344,44.2702088,103728
"Калужская обл, Боровский р-н, г Балабаново",249000.0,Калужская,55.1773714,36.6566951,26337
"Калужская обл, Жуковский р-н, г Белоусово",249160.0,Калужская,55.0956803,36.677629,8432
"Калужская обл, г Боровск",249010.0,Калужская,55.2130096,36.4926251,12283
"Калужская обл, Боровский р-н, г Ермолино",249026.0,Калужская,55.1971758,36.5952722,10409
"Калужская обл, г Жиздра",249340.0,Калужская,53.7521926,34.7386592,5585
"Калужская обл, г Жуков",249190.0,Калужская,55.0301833,36.7394903,12150
г Калуга,248000.0,Калужская,54.5059848,36.2516245,325185
"Калужская обл, г Киров",249440.0,Калужская,54.0790111,34.3076201,31888
"Калужская обл, г Козельск",249720.0,Калужская,54.0347201,35.780768,18203
"Калужская обл, г Кондрово",249830.0,Калужская,54.7959473,35.9274842,16672
"Калужская обл, Жуковский р-н, г Кременки",249185.0,Калужская,54.8862447,37.1168701,11617
"Калужская обл, г Людиново",249400.0,Калужская,53.8700828,34.4385915,40550
